section_order,section_code,section,question_order,variable,questionnaire_type,question_text,condition_inherited,condition_local,condition_effective,validation_questionnaire,validation_message,variable_expression,options,source_regle,source_document
1,COVER,Couverture,1,cover_id,text,Cover0.Identifiant,,,,,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
1,COVER,Couverture,2,cover_district,text,Cover1.District,,,,,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
1,COVER,Couverture,3,cover_region,text,Cover2.Region,,,,,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
1,COVER,Couverture,4,localite,text,Localite,,,,,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
1,COVER,Couverture,5,nom,text,Nom,,,,,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
1,COVER,Couverture,6,telephone,text,Téléphone,,,,,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
2,A,A.GESTION DES TENTATIVES D’APPEL,1,nom_sup,single-select,Nom du superviseur,,,,,,,01:[REDACTED]|02:[REDACTED],questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
2,A,A.GESTION DES TENTATIVES D’APPEL,2,nom_agent,single-select: cascading,Nom de l'agent,,,,,,,01:[REDACTED]|02:[REDACTED]|03:[REDACTED]|04:[REDACTED]|05:[REDACTED]|06:[REDACTED]|07:[REDACTED]|08:[REDACTED]|09:[REDACTED]|10:[REDACTED]|11:[REDACTED]|12:[REDACTED]|13:[REDACTED]|14:[REDACTED]|15:[REDACTED]|16:[REDACTED],questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
2,A,A.GESTION DES TENTATIVES D’APPEL,3,HHA_debut,date: current time,HHA_debut. Heure de début,,,,,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
2,A,A.GESTION DES TENTATIVES D’APPEL,4,A1,single-select,A1. Numéro de la tentative d’appel en cours,,HHA_debut!=null,(HHA_debut!=null),,,,01:Première tentative|02:Deuxième tentative|03:Troisième tentative ou plus,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
2,A,A.GESTION DES TENTATIVES D’APPEL,5,A2_date,date,A2. Date de l'appel,,HHA_debut!=null,(HHA_debut!=null),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
2,A,A.GESTION DES TENTATIVES D’APPEL,6,A2_heure,text,A2. Heure de l'appel,,HHA_debut!=null,(HHA_debut!=null),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
2,A,A.GESTION DES TENTATIVES D’APPEL,7,A4,single-select,A4. Résultat de cette tentative d’appel,,HHA_debut!=null,(HHA_debut!=null),,,,01:Entretien réalisé (compléter le questionnaire)|02:Pas de réponse|03:Numéro invalide ou incorrect|04:Ligne occupée|05:Rendez-vous fixé pour un rappel|06:Le répondant a refusé de participer|07:Le répondant a raccroché / appel interrompu en cours d’entretien|08:Autre (préciser),questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
2,A,A.GESTION DES TENTATIVES D’APPEL,8,A4X,text,A4X. Préciser l'autre résultat de la tentative,,A4==8,(A4==8),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
2,A,A.GESTION DES TENTATIVES D’APPEL,9,A5_date,date,A5. Indiquez la date prévue pour la prochaine tentative,,A4==5 || A4==7,(A4==5 || A4==7),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
2,A,A.GESTION DES TENTATIVES D’APPEL,10,A5_heure,date,A5. Indiquez l’heure prévues pour la prochaine tentative,,A4==5 || A4==7,(A4==5 || A4==7),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
2,A,A.GESTION DES TENTATIVES D’APPEL,11,HHA_fin,date: current time,HHA_fin.Heure de fin,,HHA_debut!=null,(HHA_debut!=null),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,1,HHB_debut,date: current time,HHB_debut. Heure de début,,,,,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,2,B1,single-select,B1. District,,,,,,,105:DENGUELE|111:SAVANES|113:WOROBA|114:ZANZAN,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,3,B2,single-select: cascading,B2. Region,,,,,,,10524:FOLON|10510:KABADOUGOU|11120:BAGOUE|11103:PORO|11132:TCHOLOGO|11319:BAFING|11322:BERE|11314:WORODOUGOU|11423:BOUNKANI|11408:GONTOUGO,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,4,B3,single-select: cascading,B3. Departement,,,,,,,10510034:ODIENNE|10510067:MADINANI|10510088:SAMATIGUILA|10510100:GBELEBAN|10510105:SEGUELON|10524068:MINIGNAN|10524081:KANIASSO|11103029:KORHOGO|11103075:DIKODOUGOU|11103090:SINEMATIALI|11103103:M'BENGUE|11120015:BOUNDIALI|11120044:TENGRELA|11120083:KOUTO|11132023:FERKESSEDOUGOU|11132086:OUANGOLODOUGOU,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,5,B4,single-select: cascading,B4.Sous-prefecture/Commune,,,,,,,1051003401:BAKO|1051003402:BOUGOUSSO|1051003403:DIOULATIEDOUGOU|1051003404:ODIENNE|1051003405:TIEME|1051006701:FENGOLO|1051006702:MADINANI|1051006703:N'GOLOBLASSO|1051008801:KIMBIRILA-SUD|1051008802:SAMATIGUILA|1051010001:GBELEBAN|1051010002:SEYDOUGOU|1051010003:SAMANGO|1051010501:GBONGAHA|1051010502:SEGUELON|1052406801:KIMBIRILA-NORD,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,6,B5,single-select,B5. Milieu de residence,,,,,,,01:Urbain|02:Rural,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,7,B6,single-select,"B6. Bonjour, Je m'appelle %nom_agent% et je vous appelle dans le cadre d'une étude sur la situation des jeunes candidats au Programme Jeunesse COSO . Suis-je bien en train de parler à %nom% ?",,,,,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,8,B6A,single-select,B6A. Puis-je parler à %nom% ?,,B6==2,(B6==2),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,9,B6B,single-select,B6B. Ce n’est peut-être pas le bon moment pour parler à %nom% . Puis-je rappeler à un moment qui lui conviendrait mieux ?,,B6A==2,(B6A==2),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,10,B6C,date,B6C. Veuillez indiquer la date et l'heure souhaitées pour le rappel ?,,B6B==1,(B6B==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,11,B6D,single-select,"B6D. L'Agence Nationale de Statistique (Anstat) , en partenariat avec la Banque Mondiale , mène une étude pour mieux comprendre les résultats sur le marché du travail et les aspirations des jeunes ayant également postulé au Programme Jeunesse COSO , afin de nous aider à améliorer le programme . Comme vous êtes l’un(e) des candidat(e)s, nous vous contactons pour vous poser quelques questions et mieux comprendre votre situation. Nous allons enregistrer cet appel pour suivre notre performance et améliorer la conception de l’enquête. Vos réponses resteront confidentielles et anonymes, et ne seront utilisées que dans le cadre de cette enquête. Votre participation est volontaire : en répondant à ces questions, vous consentez à participer à cette étude. Si une question ne vous convient pas, vous n’êtes pas obligé(e) d’y répondre. Vous pouvez également arrêter à tout moment si vous ne souhaitez pas continuer l’enquête. Elle durera environ 30 minutes. Acceptez-vous de répondre aux questions ?",,B6==1 || B6A==1,(B6==1 || B6A==1),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,12,B6E,single-select,B6E. Ce n’est peut-être pas le bon moment. Puis-je rappeler à un moment qui vous conviendrait mieux ?,,B6D==2,(B6D==2),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,13,B6F,date,B6F. Veuillez indiquer la date et l'heure souhaitées pour le rappel ?,,B6E==1,(B6E==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,14,consentement,variable,Variable,,,,,,B6B==2 || B6E==2 ? 0 : 1,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,15,B7,text,B7. Veuillez donner votre nom complet svp,,consentement==1,(consentement==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
3,B,B. IDENTIFICATION ET CONSENTEMENT,16,HHB_fin,date: current time,HHB_fin. Heure de fin,,HHA_debut!=null,(HHA_debut!=null),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,1,HHC_debut,date: current time,HHC_debut. Heure de début,HHB_fin!=null && consentement==1,,(HHB_fin!=null && consentement==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,2,C1,single-select,C1. Quel est votre sexe?,HHB_fin!=null && consentement==1,,(HHB_fin!=null && consentement==1),,,,01:Homme|02:Femme,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,3,C2A_Jour,numeric: integer,C2A_Jour. Quel est votre jour de naissance ?,HHB_fin!=null && consentement==1,,(HHB_fin!=null && consentement==1),(self >= 1 && self <=31) || self ==98,Le jour doit être compris entre 1 et 31,,98:Ne sait pas,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,4,C2A_Mois,numeric: integer,C2A_Mois. Quel est votre mois de naissance ?,HHB_fin!=null && consentement==1,,(HHB_fin!=null && consentement==1),(self >= 1 && self <=12) || self ==98,Le mois doit être compris entre 1 et 12,,98:Ne sait pas,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,5,C2A_annee,numeric: integer,C2A_année. Quel est votre année de naissance ?,HHB_fin!=null && consentement==1,,(HHB_fin!=null && consentement==1),(self >= 1950 && self <=2026) || self ==9998,L'année de naissance doit être compris entre 1950 et 2026,,9998:Ne sait pas,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,6,C2,numeric: integer,C2. Quel âge avez avez-vous révolu ?,HHB_fin!=null && consentement==1,C2A_annee==9998,(HHB_fin!=null && consentement==1) && (C2A_annee==9998),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,7,C3,single-select,C3. Quel est votre statut matrimonial actuel ?,HHB_fin!=null && consentement==1,,(HHB_fin!=null && consentement==1),,,,01:Célibataire|02:Marié(e) monogame|03:Marié(e) polygame|04:Union libre/Concubinage|05:Divorcé(e)|06:Veuf(ve),questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,8,C4,single-select,C4. Quel est le niveau d'etude le plus élévé que vous avez atteint?,HHB_fin!=null && consentement==1,,(HHB_fin!=null && consentement==1),,,,00:Aucun niveau|01:Préscolaire|02:Primaire|03:Secondaire général cycle I|04:Secondaire technique/professionnel cycle I|05:Secondaire général cycle II|06:Secondaire technique/professionnel cycle II|07:Supérieur cycle court (BAC+ 1; BP; BTS1; BAC+2; BTS2; DUT)|08:Licence|09:Maitrise/ Master 1|10:Master 2/DEA/DESS|11:Doctorat|12:Post Doctorat,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,9,C5,single-select,C5. Quel est le diplôme le plus élevé obtenu ?,HHB_fin!=null && consentement==1,C4>=2,(HHB_fin!=null && consentement==1) && (C4>=2),,,,01:AUCUN|02:CEPE|03:BEPC/BEP/CAP|04:BAC/BT|05:BTS/DEUG 2|06:LICENCE/BACHELOR|07:MASTER/DESS|08:DOCTORATS,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,10,C6,single-select,C6. Savez-vous lire et écrire dans au moins une langue (français ou autre) ?,HHB_fin!=null && consentement==1,C4<=2,(HHB_fin!=null && consentement==1) && (C4<=2),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,11,C7,single-select,C7. Au cours des douzes derniers mois avez-vous effectue un deplacement d'une localité à une autre localité/pays pour vous installer pendant au moins 6 mois ?,HHB_fin!=null && consentement==1,,(HHB_fin!=null && consentement==1),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,12,C8,single-select,C8. Où es ce que vous habitez avant de venir ou de vous installer dans cette localité ?,HHB_fin!=null && consentement==1,C7==1,(HHB_fin!=null && consentement==1) && (C7==1),,,,01:Côte d’Ivoire|02:Hors Côte d'Ivoire,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,13,C9,text,C9. Indiquer la localité/pays où vous étiez,HHB_fin!=null && consentement==1,C8==1,(HHB_fin!=null && consentement==1) && (C8==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,14,C10,text,C10. Indiquez la localité où vous vous êtes installé ?,HHB_fin!=null && consentement==1,C8==1,(HHB_fin!=null && consentement==1) && (C8==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,15,C11,text,C11. Indiquez le pays d'où vous venez,HHB_fin!=null && consentement==1,C8==2,(HHB_fin!=null && consentement==1) && (C8==2),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,16,age,variable,Variable,HHB_fin!=null && consentement==1,,(HHB_fin!=null && consentement==1),,,C2 ?? (C2A_annee.HasValue ? (int?)(2026 - C2A_annee.Value) : (int?)null),,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
4,C,C. PROFIL SOCIODEMOGRAPHIQUE,17,HHC_fin,date: current time,HHC_fin. Heure de fin,HHB_fin!=null && consentement==1,,(HHB_fin!=null && consentement==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
5,D,D. MENAGE,1,HHD_debut,date: current time,HHD_debut. Heure de début,consentement==1 && HHC_fin!=null,,(consentement==1 && HHC_fin!=null),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
5,D,D. MENAGE,2,D1,numeric: integer,D1. Combien de personnes vivent habituellement dans votre ménage ?,consentement==1 && HHC_fin!=null,,(consentement==1 && HHC_fin!=null),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
5,D,D. MENAGE,3,D2,numeric: integer,D2. Combien ont moins de 15 ans ?,consentement==1 && HHC_fin!=null,,(consentement==1 && HHC_fin!=null),self <D1,Le nombre de personnes ayant plus de 15 ans ne peut être supérieur au nombre de personnes dans le ménage,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
5,D,D. MENAGE,4,D3,single-select,D3. Quel est votre lien avec le chef de ménage ?,consentement==1 && HHC_fin!=null,,(consentement==1 && HHC_fin!=null),,,,01:Chef de ménage|02:Conjoint du CM|03:Enfant du CM|04:Autre parent du CM|05:Sans lien de parenté avec le CM|06:Amis du CM|07:Autre à préciser,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
5,D,D. MENAGE,5,D3X,text,D3X. Préciser l'autre lien de parenté avec le chef de ménage ?,consentement==1 && HHC_fin!=null,D3==7,(consentement==1 && HHC_fin!=null) && (D3==7),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
5,D,D. MENAGE,6,D4,numeric: integer,D4. Combien de personnes du ménages exercent une activité renumérée,consentement==1 && HHC_fin!=null,,(consentement==1 && HHC_fin!=null),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
5,D,D. MENAGE,7,D5,multi-select,"D5. Parmi les biens suivants,lesquels sont possédés par votre ménage et sont fonctinnels?",consentement==1 && HHC_fin!=null,,(consentement==1 && HHC_fin!=null),!(self.Contains(11) && self.Count() > 1),"Vous ne pouvez pas choisir une autre modalité si vous cochez la modalité ""Aucun des biens ci-dessus""",,01:Télévision|02:Téléphone portable|03:Moto|04:Vélo|05:Brouette|06:Réfrigérateur/congélateur|07:Ordinateur|08:Radio|09:Ventilateur|10:Décodeur TNT/ Abonnement canal+/Easy TV/Start Time|11:Aucun des biens ci-dessus,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
5,D,D. MENAGE,8,HHD_fin,date: current time,HHD_fin. Heure de fin,consentement==1 && HHC_fin!=null,,(consentement==1 && HHC_fin!=null),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
6,E,E. STATUT D'ACTIVITE,1,HHE_debut,date: current time,HHE_debut. Heure de début,consentement==1 && HHD_fin!=null,,(consentement==1 && HHD_fin!=null),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
6,E,E. STATUT D'ACTIVITE,2,E1,single-select,"E1. Au cours des 7 derniers jours, avez-vous travaillé en échange d’un salaire, traitement, profit, commission, pourboire ou autre rémunération, en espèce ou en nature, même si cela n’a duré qu’une heure ?",consentement==1 && HHD_fin!=null,,(consentement==1 && HHD_fin!=null),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
6,E,E. STATUT D'ACTIVITE,3,E2,single-select,"E2. Disposez-vous d’un emploi ou d’une entreprise dont vous êtes temporairement absent(e) (congé, maladie, basse saison) et auquel/à laquelle vous comptez retourner ?",consentement==1 && HHD_fin!=null,E1==2,(consentement==1 && HHD_fin!=null) && (E1==2),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
6,E,E. STATUT D'ACTIVITE,4,E3,single-select,"E3. Avez-vous aidé, sans rémunération directe, dans une entreprise ou une exploitation familiale (champ, boutique, atelier) ?",consentement==1 && HHD_fin!=null,E1==2 && E2==2,(consentement==1 && HHD_fin!=null) && (E1==2 && E2==2),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
6,E,E. STATUT D'ACTIVITE,5,E3A,single-select,"E3A. Les produits ou services de cette activité sont-ils destinés principalement à la vente, ou principalement à l’usage du ménage ?",consentement==1 && HHD_fin!=null,E3==1,(consentement==1 && HHD_fin!=null) && (E3==1),,,,01:Principalement à la vente|02:Principalement à l'usage du ménage,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
6,E,E. STATUT D'ACTIVITE,6,EMPLOYE,variable,Variable,consentement==1 && HHD_fin!=null,,(consentement==1 && HHD_fin!=null),,,E1 == 1 || E2 == 1 || (E3 == 1 && E3A == 1) ? 1 : 0,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
6,E,E. STATUT D'ACTIVITE,7,HHE_fin,date: current time,HHE_fin. Heure de fin,consentement==1 && HHD_fin!=null,,(consentement==1 && HHD_fin!=null),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
7,F,F. EMPLOI PRINCIPAL,1,HHF_debut,date: current time,HHF_debut. Heure de début,consentement==1 && EMPLOYE==1,,(consentement==1 && EMPLOYE==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
7,F,F. EMPLOI PRINCIPAL,2,F1,single-select,F1. Quel est votre statut votre emploi ?,consentement==1 && EMPLOYE==1,,(consentement==1 && EMPLOYE==1),,,,01:Salarié|02:Employeur (avec employés)|03:Travailleur indépendant / à compte propre (sans employés)|04:Membre de coopératives de producteurs|05:Travailleurs familiaux collaborant à l’entreprise familiale|07:Apprenti/Stagiaire|09:Autre (Précisez),questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
7,F,F. EMPLOI PRINCIPAL,3,F1X,text,F1X. Autre à préciser,consentement==1 && EMPLOYE==1,F1==9,(consentement==1 && EMPLOYE==1) && (F1==9),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
7,F,F. EMPLOI PRINCIPAL,4,F2,single-select,F2. Quel est le secteur de votre activité principale ?,consentement==1 && EMPLOYE==1,,(consentement==1 && EMPLOYE==1),,,,"01:Agriculture, élevage, pêche, sylviculture|02:Industries extractives|03:Industrie manufacturière|04:Construction/BTP|05:Commerce de gros ou de détail|06:Transport, entreposage, logistique|07:Hébergement et restauration|08:Information, communication, services numériques|09:Activités financières et d’assurance|10:Administration publique|11:Éducation|12:Santé humaine et action sociale|13:Travail domestique chez un particulier|14:Autres services (réparation, services personnels, arts/spectacles)|99:Autre (préciser)",questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
7,F,F. EMPLOI PRINCIPAL,5,F2X,text,F2X. Préciser l'autre secteur,consentement==1 && EMPLOYE==1,F2==99,(consentement==1 && EMPLOYE==1) && (F2==99),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
7,F,F. EMPLOI PRINCIPAL,6,F3,single-select,F3. Où exercez-vous principalement ce travail ?,consentement==1 && EMPLOYE==1,,(consentement==1 && EMPLOYE==1),,,,"01:À domicile|02:Dans une structure attenante/proche du domicile|03:Au domicile de l’employeur|04:Lieu fixe hors domicile, en intérieur (bureau, magasin, usine)|05:Étal/emplacement fixe dans un espace public (stand de marché, kiosque, emplacement de vente autorisé)|06:Chantier de construction|07:Champ/exploitation agricole|08:Mobile/sans emplacement fixe (vente itinérante, porte-à-porte)|09:Autre (préciser)",questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
7,F,F. EMPLOI PRINCIPAL,7,F3X,text,F3X. Préciser l'autre lieu d'exercice,consentement==1 && EMPLOYE==1,F3==9,(consentement==1 && EMPLOYE==1) && (F3==9),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
7,F,F. EMPLOI PRINCIPAL,8,F4,single-select,"F4. Depuis combien de temps travaillez-vous dans cet emploi/cette activité, sans interruption ?",consentement==1 && EMPLOYE==1,,(consentement==1 && EMPLOYE==1),,,,01:Moins de 6 mois|02:6 mois à moins d’un an|03:1 an à moins de 2 ans|04:2 ans à moins de 5 ans|05:5 ans ou plus,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
7,F,F. EMPLOI PRINCIPAL,9,HHF_fin,date: current time,HHF_fin. Heure de fin,consentement==1 && EMPLOYE==1,,(consentement==1 && EMPLOYE==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
8,G,G. QUALITE DE L'EMPLOI,1,HHG_debut,date: current time,HHG_debut. Heure de début,consentement==1 && EMPLOYE==1,,(consentement==1 && EMPLOYE==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
8,G,G. QUALITE DE L'EMPLOI,2,G1,single-select,G1. Disposez-vous d’un contrat de travail ?,consentement==1 && EMPLOYE==1,,(consentement==1 && EMPLOYE==1),,,,"01:Oui, à durée indéterminée (CDI)|02:Oui, à durée déterminée (CDD)|03:Oui, consultance|04:Accord verbal seulement|05:Aucun accord",questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
8,G,G. QUALITE DE L'EMPLOI,3,G2,single-select,G2. Bénéficiez-vous d’une couverture sociale liée à cet emploi ?,consentement==1 && EMPLOYE==1,,(consentement==1 && EMPLOYE==1),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
8,G,G. QUALITE DE L'EMPLOI,4,G3,numeric: decimal,G3. Combien d’heures avez-vous travaillé dans cet emploi principal la semaine dernière ?,consentement==1 && EMPLOYE==1,,(consentement==1 && EMPLOYE==1),,,,998:Ne sait pas,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
8,G,G. QUALITE DE L'EMPLOI,5,G4,single-select,G4. Est-ce le nombre d’heures que vous travaillez habituellement dans cet emploi ?,consentement==1 && EMPLOYE==1,,(consentement==1 && EMPLOYE==1),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
8,G,G. QUALITE DE L'EMPLOI,6,G4A,numeric: integer,"G4A. Si non, combien d'heures avez-vous effectivement travaillé ?",consentement==1 && EMPLOYE==1,G4==2,(consentement==1 && EMPLOYE==1) && (G4==2),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
8,G,G. QUALITE DE L'EMPLOI,7,G5,single-select,G5. Avez-vous un autre emploi ou une autre activité génératrice de revenus en plus de celui-ci ?,consentement==1 && EMPLOYE==1,,(consentement==1 && EMPLOYE==1),,,,01:Oui|02:Non,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
8,G,G. QUALITE DE L'EMPLOI,8,G5A,text,G5A. De quelle activité s'agit-il ?,consentement==1 && EMPLOYE==1,G5==1,(consentement==1 && EMPLOYE==1) && (G5==1),,,,,questionnaire,export_coso.zip!Questionnaire/Preview/Original Questionnaire_COSO_V5.html
